厚徳,,,10,名詞,固有名詞,一般,*,*,*,こうとく,コウトク,コウトク
新政,,,10,名詞,固有名詞,一般,*,*,*,あらまさ,アラマサ,アラマサ
やまユ,,,10,名詞,固有名詞,一般,*,*,*,やまゆ,ヤマユ,ヤマユ
カラーズ,,,10,名詞,固有名詞,一般,*,*,*,からーず,カラーズ,カラーズ
秘醸酒,,,10,名詞,固有名詞,一般,*,*,*,ひじょうしゅ,ヒジョウシュ,ヒジョウシュ
No.6,,,10,名詞,固有名詞,一般,*,*,*,なんばーしっくす,ナンバーシックス,ナンバーシックス
しみずの舞,,,10,名詞,固有名詞,一般,*,*,*,しみずのまい,シミズノマイ,シミズノマイ
高清水,,,10,名詞,固有名詞,一般,*,*,*,たかしみず,タカシミズ,タカシミズ
国萬歳,,,10,名詞,固有名詞,一般,*,*,*,くにばんざい,クニバンザイ,クニバンザイ
秋田晴,,,10,名詞,固有名詞,一般,*,*,*,あきたばれ,アキタバレ,アキタバレ
酔楽天,,,10,名詞,固有名詞,一般,*,*,*,すいらくてん,スイラクテン,スイラクテン
黄金井,,,10,名詞,固有名詞,一般,*,*,*,こがねい,コガネイ,コガネイ
英雄,,,10,名詞,固有名詞,一般,*,*,*,えいゆう,エイユウ,エイユウ
銀鱗,,,10,名詞,固有名詞,一般,*,*,*,ぎんりん,ギンリン,ギンリン
山田川,,,10,名詞,固有名詞,一般,*,*,*,やまだがわ,ヤマダガワ,ヤマダガワ
銀嶺白山,,,10,名詞,固有名詞,一般,*,*,*,ぎんれいはくさん,ギンレイハクサン,ギンレイハクサン
翠玉,,,10,名詞,固有名詞,一般,*,*,*,すいぎょく,スイギョク,スイギョク
花邑,,,10,名詞,固有名詞,一般,*,*,*,はなむら,ハナムラ,ハナムラ
両関,,,10,名詞,固有名詞,一般,*,*,*,りょうぜき,リョウゼキ,リョウゼキ
爛漫,,,10,名詞,固有名詞,一般,*,*,*,らんまん,ランマン,ランマン
福小町,,,10,名詞,固有名詞,一般,*,*,*,ふくこまち,フクコマチ,フクコマチ
とんとん拍子,,,10,名詞,固有名詞,一般,*,*,*,とんとんびょうし,トントンビョウシ,トントンビョウシ
一滴千両,,,10,名詞,固有名詞,一般,*,*,*,いってきせんりょう,イッテキセンリョウ,イッテキセンリョウ
小野こまち,,,10,名詞,固有名詞,一般,*,*,*,おのこまち,オノコマチ,オノコマチ
雪の音,,,10,名詞,固有名詞,一般,*,*,*,ゆきのね,ユキノネ,ユキノネ
かまくら,,,10,名詞,固有名詞,一般,*,*,*,かまくら,カマクラ,カマクラ
阿桜,,,10,名詞,固有名詞,一般,*,*,*,あざくら,アザクラ,アザクラ
月下の舞,,,10,名詞,固有名詞,一般,*,*,*,げっかのまい,ゲッカノマイ,ゲッカノマイ
天の戸,,,10,名詞,固有名詞,一般,*,*,*,あまのと,アマノト,アマノト
田从,,,10,名詞,固有名詞,一般,*,*,*,たびと,タビト,タビト
朝乃舞,,,10,名詞,固有名詞,一般,*,*,*,あさのまい,アサノマイ,アサノマイ
館の井,,,10,名詞,固有名詞,一般,*,*,*,たてのい,タテノイ,タテノイ
大納川,,,10,名詞,固有名詞,一般,*,*,*,だいながわ,ダイナガワ,ダイナガワ
八重寿,,,10,名詞,固有名詞,一般,*,*,*,やえす,ヤエス,ヤエス
ラシャンテ,,,10,名詞,固有名詞,一般,*,*,*,らしゃんて,ラシャンテ,ラシャンテ
秀よし,,,10,名詞,固有名詞,一般,*,*,*,ひでよし,ヒデヨシ,ヒデヨシ
やまとしずく,,,10,名詞,固有名詞,一般,*,*,*,やまとしずく,ヤマトシズク,ヤマトシズク
出羽鶴,,,10,名詞,固有名詞,一般,*,*,*,でわつる,デワツル,デワツル
刈穂,,,10,名詞,固有名詞,一般,*,*,*,かりほ,カリホ,カリホ
金紋秋田,,,10,名詞,固有名詞,一般,*,*,*,きんもんあきた,キンモンアキタ,キンモンアキタ
山吹,,,10,名詞,固有名詞,一般,*,*,*,やまぶき,ヤマブキ,ヤマブキ
角間川,,,10,名詞,固有名詞,一般,*,*,*,かくまがわ,カクマガワ,カクマガワ
うまいっしょう,,,10,名詞,固有名詞,一般,*,*,*,うまいっしょう,ウマイッショウ,ウマイッショウ
秋田富士,,,10,名詞,固有名詞,一般,*,*,*,あきたふじ,アキタフジ,アキタフジ
秋田誉,,,10,名詞,固有名詞,一般,*,*,*,あきたほまれ,アキタホマレ,アキタホマレ
雪の茅舎,,,10,名詞,固有名詞,一般,*,*,*,ゆきのぼうしゃ,ユキノボウシャ,ユキノボウシャ
本荘,,,10,名詞,固有名詞,一般,*,*,*,ほんじょう,ホンジョウ,ホンジョウ
由利正宗,,,10,名詞,固有名詞,一般,*,*,*,ゆりまさむね,ユリマサムネ,ユリマサムネ
出羽の富士,,,10,名詞,固有名詞,一般,*,*,*,でわのふじ,デワノフジ,デワノフジ
鳥海山,,,10,名詞,固有名詞,一般,*,*,*,ちょうかいさん,チョウカイサン,チョウカイサン
今だけ屋,,,10,名詞,固有名詞,一般,*,*,*,いまだけや,イマダケヤ,イマダケヤ
天寿,,,10,名詞,固有名詞,一般,*,*,*,てんじゅ,テンジュ,テンジュ
喜一郎の酒,,,10,名詞,固有名詞,一般,*,*,*,きいちろうのさけ,キイチロウノサケ,キイチロウノサケ
喜久水,,,10,名詞,固有名詞,一般,*,*,*,きくすい,キクスイ,キクスイ
能代,,,10,名詞,固有名詞,一般,*,*,*,のしろ,ノシロ,ノシロ
楽泉,,,10,名詞,固有名詞,一般,*,*,*,らくいずみ,ラクイズミ,ラクイズミ
北鹿,,,10,名詞,固有名詞,一般,*,*,*,ほくしか,ホクシカ,ホクシカ
飛良泉,,,10,名詞,固有名詞,一般,*,*,*,ひらいずみ,ヒライズミ,ヒライズミ
桜田門,,,10,名詞,固有名詞,一般,*,*,*,さくらだもん,サクラダモン,サクラダモン
太平山,,,10,名詞,固有名詞,一般,*,*,*,たいへいざん,タイヘイザン,タイヘイザン
十五代彦兵衛,,,10,名詞,固有名詞,一般,*,*,*,じゅうごだいひこべい,ジュウゴダイヒコベイ,ジュウゴダイヒコベイ
福禄寿,,,10,名詞,固有名詞,一般,*,*,*,ふくろくじゅ,フクロクジュ,フクロクジュ
一白水成,,,10,名詞,固有名詞,一般,*,*,*,いっぱくすいせい,イッパクスイセイ,イッパクスイセイ
白瀑,,,10,名詞,固有名詞,一般,*,*,*,しらたき,シラタキ,シラタキ
千歳盛,,,10,名詞,固有名詞,一般,*,*,*,ちとせざかり,チトセザカリ,チトセザカリ
不老寿,,,10,名詞,固有名詞,一般,*,*,*,ふろうじゅ,フロウジュ,フロウジュ
まんさくの花,,,10,名詞,固有名詞,一般,*,*,*,まんさくのはな,マンサクノハナ,マンサクノハナ
秋田錦,,,10,名詞,固有名詞,一般,*,*,*,あきたにしき,アキタニシキ,アキタニシキ
秋田のゆきしずく,,,10,名詞,固有名詞,一般,*,*,*,あきたのゆきしずく,アキタノユキシズク,アキタノユキシズク
天品,,,10,名詞,固有名詞,一般,*,*,*,てんぴん,テンピン,テンピン
奥清水,,,10,名詞,固有名詞,一般,*,*,*,おくしみず,オクシミズ,オクシミズ
八千代,,,10,名詞,固有名詞,一般,*,*,*,やちよ,ヤチヨ,ヤチヨ
春霞,,,10,名詞,固有名詞,一般,*,*,*,はるがすみ,ハルガスミ,ハルガスミ
福乃友,,,10,名詞,固有名詞,一般,*,*,*,ふくのとも,フクノトモ,フクノトモ
冬樹,,,10,名詞,固有名詞,一般,*,*,*,ふゆき,フユキ,フユキ
千代緑,,,10,名詞,固有名詞,一般,*,*,*,ちよみどり,チヨミドリ,チヨミドリ
DATE SEVEN,,,10,名詞,固有名詞,一般,*,*,*,だてせぶん,ダテセブン,ダテセブン
志ら梅,,,10,名詞,固有名詞,一般,*,*,*,しらうめ,シラウメ,シラウメ
浪の音,,,10,名詞,固有名詞,一般,*,*,*,なみのおと,ナミノオト,ナミノオト
雪の松島,,,10,名詞,固有名詞,一般,*,*,*,ゆきのまつしま,ユキノマツシマ,ユキノマツシマ
撰勝山,,,10,名詞,固有名詞,一般,*,*,*,せんかつやま,センカツヤマ,センカツヤマ
戦勝政宗,,,10,名詞,固有名詞,一般,*,*,*,せんしょうまさむね,センショウマサムネ,センショウマサムネ
シャトーガクト,,,10,名詞,固有名詞,一般,*,*,*,しゃとーがくと,シャトーガクト,シャトーガクト
勝山,,,10,名詞,固有名詞,一般,*,*,*,かつやま,カツヤマ,カツヤマ
みやぎ萩,,,10,名詞,固有名詞,一般,*,*,*,みやぎはぎ,ミヤギハギ,ミヤギハギ
鳳陽,,,10,名詞,固有名詞,一般,*,*,*,ほうよう,ホウヨウ,ホウヨウ
雪の松島,,,10,名詞,固有名詞,一般,*,*,*,ゆきのまつしま,ユキノマツシマ,ユキノマツシマ
有朋 待酒,,,10,名詞,固有名詞,一般,*,*,*,ゆうほう まちざけ,ユウホウ マチザケ,ユウホウ マチザケ
火伏せの虎舞,,,10,名詞,固有名詞,一般,*,*,*,ひぶせのとらまい,ヒブセノトラマイ,ヒブセノトラマイ
天上夢幻,,,10,名詞,固有名詞,一般,*,*,*,てんじょうむげん,テンジョウムゲン,テンジョウムゲン
夢幻,,,10,名詞,固有名詞,一般,*,*,*,むげん,ムゲン,ムゲン
鳴瀬川,,,10,名詞,固有名詞,一般,*,*,*,なるせがわ,ナルセガワ,ナルセガワ
瞑想水,,,10,名詞,固有名詞,一般,*,*,*,めいそうすい,メイソウスイ,メイソウスイ
わしが國,,,10,名詞,固有名詞,一般,*,*,*,わしがくに,ワシガクニ,ワシガクニ
山和,,,10,名詞,固有名詞,一般,*,*,*,やまわ,ヤマワ,ヤマワ
真鶴,,,10,名詞,固有名詞,一般,*,*,*,まなつる,マナツル,マナツル
森乃菊川,,,10,名詞,固有名詞,一般,*,*,*,もりのきくかわ,モリノキクカワ,モリノキクカワ
鳳山,,,10,名詞,固有名詞,一般,*,*,*,ほうざん,ホウザン,ホウザン
浦霞,,,10,名詞,固有名詞,一般,*,*,*,うらかすみ,ウラカスミ,ウラカスミ
四季の松島,,,10,名詞,固有名詞,一般,*,*,*,しきのまつしま,シキノマツシマ,シキノマツシマ
阿部勘,,,10,名詞,固有名詞,一般,*,*,*,あべかん,アベカン,アベカン
於茂多加男山,,,10,名詞,固有名詞,一般,*,*,*,おもたかおとこやま,オモタカオトコヤマ,オモタカオトコヤマ
墨廼江,,,10,名詞,固有名詞,一般,*,*,*,すみのえ,スミノエ,スミノエ
新関,,,10,名詞,固有名詞,一般,*,*,*,しんぜき,シンゼキ,シンゼキ
日高見,,,10,名詞,固有名詞,一般,*,*,*,ひたかみ,ヒタカミ,ヒタカミ
米米酒,,,10,名詞,固有名詞,一般,*,*,*,こめこめしゅ,コメコメシュ,コメコメシュ
あ、不思議なお酒,,,10,名詞,固有名詞,一般,*,*,*,あ、ふしぎなおさけ,ア、フシギナオサケ,ア、フシギナオサケ
ひめぜん,,,10,名詞,固有名詞,一般,*,*,*,ひめぜん,ヒメゼン,ヒメゼン
一ノ蔵,,,10,名詞,固有名詞,一般,*,*,*,いちのくら,イチノクラ,イチノクラ
すず音,,,10,名詞,固有名詞,一般,*,*,*,すずね,スズネ,スズネ
桂泉,,,10,名詞,固有名詞,一般,*,*,*,けいせん,ケイセン,ケイセン
金の井,,,10,名詞,固有名詞,一般,*,*,*,かねのい,カネノイ,カネノイ
綿屋,,,10,名詞,固有名詞,一般,*,*,*,わたや,ワタヤ,ワタヤ
小僧山水,,,10,名詞,固有名詞,一般,*,*,*,こぞうさんすい,コゾウサンスイ,コゾウサンスイ
太閤,,,10,名詞,固有名詞,一般,*,*,*,たいこう,タイコウ,タイコウ
坤輿,,,10,名詞,固有名詞,一般,*,*,*,こんよ,コンヨ,コンヨ
ほでなす,,,10,名詞,固有名詞,一般,*,*,*,ほでなす,ホデナス,ホデナス
金紋両國,,,10,名詞,固有名詞,一般,*,*,*,きんもんりょうごく,キンモンリョウゴク,キンモンリョウゴク
華心,,,10,名詞,固有名詞,一般,*,*,*,かしん,カシン,カシン
陸前男山,,,10,名詞,固有名詞,一般,*,*,*,りくぜんおとこやま,リクゼンオトコヤマ,リクゼンオトコヤマ
伏見男山,,,10,名詞,固有名詞,一般,*,*,*,ふしみおとこやま,フシミオトコヤマ,フシミオトコヤマ
蒼天伝,,,10,名詞,固有名詞,一般,*,*,*,そうてんでん,ソウテンデン,ソウテンデン
蔵王,,,10,名詞,固有名詞,一般,*,*,*,ざおう,ザオウ,ザオウ
大沼屋,,,10,名詞,固有名詞,一般,*,*,*,おおぬまや,オオヌマヤ,オオヌマヤ
乾坤一,,,10,名詞,固有名詞,一般,*,*,*,けんこんいち,ケンコンイチ,ケンコンイチ
天賞,,,10,名詞,固有名詞,一般,*,*,*,てんしょう,テンショウ,テンショウ
黄金澤,,,10,名詞,固有名詞,一般,*,*,*,こがねさわ,コガネサワ,コガネサワ
橘屋,,,10,名詞,固有名詞,一般,*,*,*,たちばなや,タチバナヤ,タチバナヤ
澤乃泉,,,10,名詞,固有名詞,一般,*,*,*,さわのいずみ,サワノイズミ,サワノイズミ
萩の鶴,,,10,名詞,固有名詞,一般,*,*,*,はぎのつる,ハギノツル,ハギノツル
日輪田,,,10,名詞,固有名詞,一般,*,*,*,ひわた,ヒワタ,ヒワタ
